date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:50	0/0	---M--	302	error ('Found')	text/html		http://dynamic.criteo.com/js/ld/ld.js?a=97937	C:/My%20Web%20Sites/jejubeer/dynamic.criteo.com/js/ld/ld.473094.delayed	(from https://jejubeer.co.kr/)
22:59:51	49444/49444	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2026%20Jun%202024%2013:59:59%20GMT	https://dynamic.criteo.com/js/ld/ld.js?a=97937	C:/My%20Web%20Sites/jejubeer/dynamic.criteo.com/js/ld/ld3094.js	(from https://jejubeer.co.kr/)
22:59:51	6154/6154	---M--	200	added ('OK')	image/png	etag:%226b30c76368660bad8f964e591bfaab00%22	https://cdn.imweb.me/upload/S20200702f03eaee38b16e/6628a9d464f31.png	C:/My%20Web%20Sites/jejubeer/cdn.imweb.me/upload/S20200702f03eaee38b16e/6628a9d464f31.png	(from https://jejubeer.co.kr/)
22:59:51	701366/701366	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2014:00:01%20GMT	https://jejubeer.co.kr/brewery-program	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/brewery-program.html	(from https://jejubeer.co.kr/)
22:59:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202024%2014:00:01%20GMT	https://jejubeer.co.kr/jejubeeronlineshop	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/jejubeeronlineshop	(from https://jejubeer.co.kr/)
22:59:52	523095/523095	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2014:00:01%20GMT	https://jejubeer.co.kr/366	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/366.html	(from https://jejubeer.co.kr/)
22:59:52	411870/411870	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2014:00:02%20GMT	https://jejubeer.co.kr/shop_cart	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/shop_cart.html	(from https://jejubeer.co.kr/)
22:59:53	2129514/2129514	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2014:00:03%20GMT	https://jejubeer.co.kr/ourbeers	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/ourbeers.html	(from https://jejubeer.co.kr/)
22:59:54	478717/478717	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2014:00:03%20GMT	https://jejubeer.co.kr/clubnouveau	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/clubnouveau.html	(from https://jejubeer.co.kr/)
22:59:54	677439/677439	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2014:00:04%20GMT	https://jejubeer.co.kr/brewery	C:/My%20Web%20Sites/jejubeer/jejubeer.co.kr/brewery.html	(from https://jejubeer.co.kr/)
